episode_id,equity_peak_date,equity_trough_date,equity_mdd,weight,portfolio_peak_date,portfolio_trough_date,portfolio_mdd,recovered,recovery_days,pair,rebalance_freq
3,2000-03-24,2002-10-09,-0.49172524536518436,0.4,2000-03-24,2002-07-23,-0.0660247408435557,True,105.0,sp500,annual
3,2000-03-24,2002-10-09,-0.49172524536518436,0.2,2000-03-24,2000-05-08,-0.029347309687506096,True,25.0,sp500,annual
3,2000-03-24,2002-10-09,-0.49172524536518436,0.0,2000-03-24,2000-05-08,-0.019676106104313473,True,18.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,1.0,2007-10-09,2009-03-09,-0.5681115884222842,True,1480.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,0.8,2007-10-09,2009-03-09,-0.44736231228075773,True,1075.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,0.6,2007-10-09,2009-03-09,-0.3099159689184572,True,603.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,0.4,2007-10-09,2009-03-09,-0.1546247500081599,True,219.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,0.2,2007-10-09,2008-10-15,-0.01695916659047636,True,5.0,sp500,annual
4,2007-10-09,2009-03-09,-0.5681115884222842,0.0,2007-10-09,2007-10-12,-0.002206712866113736,True,4.0,sp500,annual
5,2015-05-21,2016-02-11,-0.14210690159644734,1.0,2015-05-21,2016-02-11,-0.14210690159644734,True,151.0,sp500,annual
5,2015-05-21,2016-02-11,-0.14210690159644734,0.8,2015-05-21,2016-02-11,-0.10252594639592738,True,112.0,sp500,annual
5,2015-05-21,2016-02-11,-0.14210690159644734,0.6,2015-05-21,2015-08-25,-0.06886674724400266,True,218.0,sp500,annual
