episode_id,equity_peak_date,equity_trough_date,equity_mdd,weight,portfolio_peak_date,portfolio_trough_date,portfolio_mdd,recovered,recovery_days,pair,rebalance_freq
5,2015-05-21,2016-02-11,-0.14210690159644734,0.4,2015-05-21,2015-08-25,-0.040903868022992285,True,59.0,sp500,annual
5,2015-05-21,2016-02-11,-0.14210690159644734,0.2,2015-05-21,2015-06-10,-0.021743004203568006,True,51.0,sp500,annual
5,2015-05-21,2016-02-11,-0.14210690159644734,0.0,2015-05-21,2015-06-10,-0.02421778340190217,True,28.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,1.0,2018-01-26,2018-02-08,-0.10171045086819352,True,197.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,0.8,2018-01-26,2018-02-08,-0.08516251766443406,True,197.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,0.6,2018-01-26,2018-02-08,-0.0680938571337859,True,197.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,0.4,2018-01-26,2018-02-08,-0.05047949713891131,True,197.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,0.2,2018-01-26,2018-04-25,-0.036886052891654475,True,117.0,sp500,annual
6,2018-01-26,2018-02-08,-0.10171045086819352,0.0,2018-01-26,2018-05-17,-0.03003952799726828,True,95.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,1.0,2018-09-20,2018-12-24,-0.19801716717669304,True,120.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,0.8,2018-09-20,2018-12-24,-0.15529932159255666,True,102.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,0.6,2018-09-20,2018-12-24,-0.11061886316165559,True,84.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,0.4,2018-09-20,2018-12-24,-0.06383735745948749,True,50.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,0.2,2018-09-20,2018-11-02,-0.022914465852447274,True,31.0,sp500,annual
7,2018-09-20,2018-12-24,-0.19801716717669304,0.0,2018-09-20,2018-10-05,-0.012899354282392195,True,21.0,sp500,annual
